,name,icao,country
2162,Elilario Italia,ELH,Italy
2163,Elilombarda,EOA,Italy
2164,Elimediterranea,MEE,Italy
2165,Elios,VUL,Italy
2166,Elipiu',IEP,Italy
2167,Elisra Airlines,RSA,Sudan
2168,Elite Air,EAI,Togo
2169,Elite Jets,EJD,United Arab Emirates
2170,Elitellina,FGS,Italy
2171,Elliott Aviation,ELT,United States
2172,Elmagal Aviation Services,MGG,Sudan
2173,Elrom Aviation and Investments,ELR,Israel
2174,Embassy Airlines,EAM,Nigeria
2175,Embassy Freight Company,EFT,United States
2176,Empresa Brasileira De Aeronautica,EMB,Brazil
2177,Embry-Riddle Aeronautical University,XSL,United States
2178,Emerald Airways,JEM,United Kingdom
2179,Emery Worldwide Airlines,EWW,United States
2180,Emetebe,EMT,Ecuador
2181,Emirates,UAE,United Arab Emirates
2182,Emoyeni Air Charter,SBC,South Africa
2183,Empire Air Service,EMP,United States
2184,Empire Airlines,CFS,United States
2185,Empire Aviation Services,MPR,Nigeria
2186,Empire Test Pilots' School,ETP,United Kingdom
2187,Empresa (Aero Uruguay),AUO,UNIFORM OSCAR
2188,Empresa Aero-Servicios Parrague,PRG,Chile
2189,Empresa Aerocaribbean,CRN,Cuba
2190,Empresa Aviacion Interamericana,VNA,Uruguay
2191,Empresa Ecuatoriana De Aviacion,EEA,Ecuador
2192,Empresa Nacional De Servicios Aereos,CNI,Cuba
2193,Empresa Venezolana,VNE,Venezuela
2194,Empresa de Aviacion Aerogaviota,GTV,Cuba
2195,Empressa Brasileira de Infra-Estrutura Aeroportuaria-Infraero,XLT,Brazil
2196,Endecots,ENC,Ecuador
2197,Enimex,ENI,Estonia
2198,Enkor JSC,ENK,Russia]]
2199,Enrique Gleisner Vivanco,EGV,Chile
2200,Ensenada Vuelos Especiales,ESE,Mexico
2201,Entergy Services,ENS,United States
2202,Enterprise World Airways,EWS,Democratic Republic of the Congo
2203,Eos Airlines,ESS,United States
2204,Equaflight Service,EKA,Republic of the Congo
2205,Equatair Air Services (Zambia),EQZ,Zambia
2206,Equatorial Airlines,EQT,Equatorial Guinea
2207,Era Helicopters,ERH,United States
2208,Eram Air,IRY,Iran
2209,Erfoto,ERF,Portugal
2210,Erie Airways,ERE,United States
2211,Eritrean Airlines,ERT,Eritrea
2212,Escuela De Pilotos Are Aviacion,CTV,Spain
2213,Espace Aviation Services,EPC,Democratic Republic of the Congo
2214,Esso Resources Canada,ERC,Canada
2215,Estafeta Carga Aerea,ESF,Mexico
2216,Estonian Air,ELL,Estonia
2217,Estrellas Del Aire,ETA,Mexico
2218,Ethiopian Airlines,ETH,Ethiopia
2219,Eti 2000,MJM,Italy
2220,Etihad Airways,ETD,United Arab Emirates
2221,Etram Air Wing,ETM,Angola
2222,Euraviation,EVN,Italy
2223,Euro Continental AIE,ECN,Spain
2225,Euro Sun,ESN,Turkey
2226,Euro-Asia Air,EAK,Kazakhstan
2227,Euro-Asia Air International,KZE,Kazakhstan
2228,EuroAtlantic Airways,MMZ,Portugal
2229,EuroJet Aviation,GOJ,United Kingdom
2230,Euroair,EUP,Greece
2231,Euroamerican Air,EUU,Uruguay
2232,Euroceltic Airways,ECY,United Kingdom
2233,Eurocontrol,EUC,Belgium
2234,Eurocopter,ECF,France
2235,Eurocypria Airlines,ECA,Cyprus
2236,Eurofly,EEZ,Italy
2237,Eurofly Service,EEU,Italy
2238,Euroguineana de Aviacion,EUG,Equatorial Guinea
2239,Eurojet Italia,ERJ,Italy
2240,Eurojet Limited,JLN,Malta
2241,Eurojet Romania,RDP,Romania
2242,Eurojet Servis,EJS,Czech Republic
2243,Eurolot,ELO,Poland
2244,Euromanx Airways,EMX,Austria
2245,Europe Air Lines,GED,France
2246,Europe Airpost,FPO,France
2247,European 2000 Airlines,EUT,Malta
2248,European Aeronautical Group UK,EAG,United Kingdom
2249,European Air Express,EAL,Germany
2250,European Air Transport,BCS,Belgium
2251,European Aviation Air Charter,EAF,United Kingdom
2252,European Business Jets,EBJ,United Kingdom
2253,European Coastal Airlines,ECB,Croatia
2254,European Executive,ETV,United Kingdom
2255,European Executive Express,EXC,Sweden
2256,Eurosense,EBG,Bulgaria
2257,Euroskylink,ESX,United Kingdom
2258,Eurowings,EWG,Germany
2259,Evergreen International Airlines,EIA,United States
2260,Everts Air Alaska/Everts Air Cargo,VTS,United States
2261,Examiner Training Agency,EMN,United Kingdom
2262,Excel Airways,XLA,United Kingdom
2263,Excel Charter,XEL,United Kingdom
2264,Excellent Air,GZA,Germany
2265,Execair Aviation,EXA,Canada
2266,Execujet Charter,VCN,Switzerland
2267,Execujet Middle East,EJO,United Arab Emirates
2268,Execujet Scandinavia,VMP,Denmark
2269,Executive Aerospace,EAS,South Africa
2270,Executive Air,LFL,Zimbabwe
2271,Executive Air Charter,EAC,United States
2272,Executive Air Fleet,XAF,United States
2273,Executive Aircraft Charter and Charter Services,ECS,Ireland
2274,Executive Aircraft Services,XAH,United Kingdom
2275,Executive Airlines,EXK,United States
2276,Executive Airlines,EXU,Spain
2277,Executive Aviation Services,JTR,United Kingdom
2278,Executive Flight,EXE,United States
2279,Executive Flight Operations Ontario Government,TRI,Canada
2280,Executive Jet Charter,EXJ,United Kingdom
2281,Executive Jet Management,EJM,United States
2282,Executive Turbine Aviation,TEA,South Africa
2283,Eximflight,EXF,Mexico
2284,Exin,EXN,Poland
2285,Expertos En Carga,EXR,Mexico
2286,Expo Aviation,EXV,Sri Lanka
2287,Express Air,FXA,United States
2288,Express International Cargo,EIC,S
2289,Express Line Aircompany,XPL,United States
2290,Express Net Airlines,XNA,United States
2291,Express One International,LHN,United States
2292,Express Tours,XTO,Canada
2293,ExpressJet,BTA,United States
2294,Exxavia Limited,JTM,Ireland
2295,easyJet,EZY,United Kingdom
2296,NetJets,EJA,United States
2297,F.S. Air Service,EYE,United States
2298,FAI Airservice,IFA,Germany
2299,FINFO Flight Inspection Aircraft,FLC,United States
2300,FLM Aviation Mohrdieck,FKI,Germany
2301,FLTPLAN,DCM,United States
2302,FLowair Aviation,FLW,France
2303,FMG Verkehrsfliegerschule Flughafen Paderborn-Lippstadt,FMG,Germany
2304,FR Aviation,FRA,United Kingdom
2305,FSB Flugservice & Development,FSB,Germany
2306,FSH Luftfahrtunternehmen,LEJ,Germany
2307,Fab Air,FBA,Kyrgyzstan
2308,Facts Air,FCS,Mexico
2309,Fair Aviation,FAV,South Africa
2310,Fair Wind Air Charter,FWD,United Arab Emirates
2311,Fairlines,FLS,Netherlands
2312,Fairoaks Flight Centre,FFC,United Kingdom
2313,Fairways Corporation,FWY,United States
2314,Falcon Air,FCN,Sweden
2315,Falcon Air,FAR,Slovenia
2316,Falcon Air Express,FAO,United States
2317,Falcon Airline,FAU,Nigeria
2319,Falcon Aviation Services,FVS,United Arab Emirates
2320,Falcon Jet Centre,FJC,United Kingdom
2321,Falwell Aviation,FAW,United States
2322,Far Eastern Air Transport,EFA,Taiwan
2323,Farmingdale State University,FDL,United States
2324,Farnair Hungary,FAH,Hungary
2325,Farnair Netherlands,FRN,Netherlands
2326,Farnair Switzerland,FAT,Switzerland
2327,Farnas Aviation Services,RAF,Sudan
2328,Faroecopter,HBL,Denmark
2329,Faroejet,RCK,Faroe Islands
2330,Farwest Airlines,FRW,United States
2331,Faso Airways,FSW,Burkina Faso
2332,Fast Helicopters,FHL,United Kingdom
2333,Fayban Air Services,FAY,Nigeria
2334,Fayetteville Flying Service and Scheduled Skyways System,SKM,United States
2335,Federal Air,FDR,South Africa
2336,Federal Airlines,FLL,Sweden
2337,Federal Armed Forces,DCN,Germany
2338,Federal Armored Service,FRM,United States
2339,Federal Aviation Administration,NHK,United States
2340,Federal Express,FDX,United States
2341,Feniks Airline,FNK,Kazakhstan
2342,Feria Aviacion,FER,Spain
2343,Fika Salaama Airlines,HGK,Uganda
2344,Finalair Congo,FNC,Republic of the Congo
2345,Financial Airxpress,FAK,United States
2346,Fine Airlines,FBF,United States
2347,Finist'air,FTR,France
2348,Finnair,FIN,Finland
2349,Finncomm Airlines,WBA,Finland
2350,Finnish Air Force,FNF,Finland
2351,Firefly,FFM,Malaysia
2352,First Air,FAB,Canada
2353,First Air Transport,JRF,Japan
2354,First Cambodia Airlines,FCC,Cambodia
2355,First Choice Airways,FCA,United Kingdom
2356,First City Air,MBL,United Kingdom
2357,First Flying Squadron,GGA,United States
2358,First Line Air,FIR,Sierra Leone
2359,First Sabre,FTS,Mexico
2360,Fischer Air,FFR,Czech Republic
2361,Fischer Air Polska,FFP,Poland
2362,Flagship Express Services,FSX,United States
2363,Flair Airlines,FLE,Canada
2364,Flamenco Airways,WAF,United States
2365,Flamingo Air,FMR,United States
2366,Flamingo Air-Line,FLN,Kazakhstan
2367,Flash Airlines,FSH,Egypt
2368,Fleet Requirements Air Direction Unit,BWY,United Kingdom
2369,Fleetair,FLR,South Africa
2370,Flexair,FXY,Netherlands
2371,Flexflight,FXT,Denmark
2372,Flight Alaska,TUD,United States
2373,Flight Calibration Service,FCK,Germany
2374,Flight Centre Victoria,FCV,Canada
2375,Flight Corporation,FCP,New Zealand
2376,Flight Dispatch Services,FDP,Poland
2377,Flight Express,FLX,United States
2378,Flight Inspection Center of the General Administration of Civil Aviation in China,CFI,China
2379,Flight Inspections and Systems,LTS,Russia
2380,Flight International,IVJ,United States
2381,Flight Line,MIT,United States
2382,Flight Ops International,FOI,United States
2383,Flight Options,OPT,United States
2384,Flight Precision Limited,CLB,United Kingdom
2385,Flight Safety Limited,FSL,United Kingdom
2386,Flight Support Sweden,FSU,Sweden
2387,Flight Trac,CCK,United States
2388,Flight Training Europe,AYR,Spain
2389,Flight West Airlines,FWQ,Australia
2390,Flight-Ops International,KLO,Canada
2391,Flightcraft,CSK,United States
2392,Flightexec,FEX,Canada
2393,Flightline,FLT,United Kingdom
2394,Flightpass Limited,FPS,United Kingdom
2395,Flightstar Corporation,FSR,United States
2396,Flightworks,KDZ,United States
2397,Flint Aviation Services,FAZ,United States
2398,Florida Air,OJY,United States
2399,Florida Coastal Airlines,FCL,United States
2400,Florida Department of Agriculture,FFS,United States
2401,Florida Jet Service,FJS,United States
2402,Florida West International Airways,FWL,United States
2403,Flugdienst Fehlhaber,FFG,Germany
2404,Flugschule Basel,FLU,Switzerland
2405,Flugschule Eichenberger,EZB,Switzerland
2406,Flugwerkzeuge Aviation Software,FWZ,Austria
2407,Fly Air,FLM,Turkey
2408,Fly CI Limited,FCT,United Kingdom
2409,Fly Europa Limited,FEE,United Kingdom
2410,Fly Excellent,FXL,Sweden
2411,Fly International Airways,NVJ,Tunisia
2412,Fly Line,FIL,Spain
2413,Fly Me Sweden,FLY,Sweden
2414,Fly Wex,IAD,Italy
2415,AirAsia X,XAX,Malaysia
2416,FlyLal,LIL,Lithuania
2417,FlyNordic,NDC,Sweden
2418,Flybaboo,BBO,Switzerland
2419,Flybe,BEE,United Kingdom
2420,Flycolumbia,FCE,Spain
2421,Flycom,FLO,Slovenia
2422,Flygaktiebolaget Gota Vingar,GVG,Sweden
2423,Flyglobespan,GSM,United Kingdom
2424,Flygprestanda,FPA,Sweden
2425,Flygtransporter I Nykoping,ETS,Sweden
2426,Flyguppdraget Backamo,INU,Sweden
2427,Flyhy Cargo Airlines,FYH,Thailand
2428,Flying Carpet Company,FCR,Lebanon
2429,Flying Service,FYG,Belgium
2430,Flying-Research Aerogeophysical Center,FGP,Russia
2431,Flylink Express,FLK,Spain
2432,Flyteam Aviation,FTM,United Kingdom
2433,Focus Air,FKS,United States
2434,Fokker,FOP,Netherlands
2435,Fonnafly,NOF,Norway
2436,Ford Motor Company,FOB,United Kingdom
2437,Formosa Airlines,FOS,Taiwan
2438,Formula One Management,FOR,United Kingdom
2439,Forth and Clyde Helicopter Services,FHS,United Kingdom
2440,Fortunair Canada,FXC,Canada
2442,Foster Aviation,FSA,United States
2443,Foster Yeoman,JFY,United Kingdom
2444,Fotografia F3,FTE,Spain
2445,Four Island Air,FIA,Antigua and Barbuda
2446,Four Star Aviation / Four Star Cargo,FSC,United States
2447,Four Winds Aviation,WDS,United States
2448,Foxair,FXR,Italy
2449,France Douanes,FDO,France
2450,Free Bird Airlines,FHY,Turkey
2451,Freedom Air,FOM,New Zealand
2452,Freedom Air,FRE,United States
2453,Freedom Air Services,FFF,Nigeria
2454,Freedom Airlines,FRL,United States
2455,Freedom Airways,FAS,Cyprus
2456,Freeway Air,FWC,Netherlands
2457,Freight Runners Express,FRG,United States
2458,Force Aerienne Francaise,FAF,France
2459,Aviation Legere De L'Armee De Terre,FMY,France
2460,France Marine Nationale,FNY,France
2461,Fresh Air,FRR,Nigeria
2462,Freshaer,FAE,United Kingdom
2463,Friendship Air Alaska,FAL,United States
2464,Friendship Airlines,FLF,Uganda
2465,Froggy Corporate Aviation,FGY,Australia
2466,Frontier Airlines,FFT,United States
2467,Frontier Commuter,ITR,United States
2468,Frontier Flying Service,FTA,United States
2469,Frontier Guard,FNG,Finland
2470,Fujairah Aviation Centre,FUJ,United Arab Emirates
2471,Fujian Airlines,CFJ,China
2472,Full Express,GAX,United States
2473,Fumigacion Aerea Andaluza,FAM,Spain
2474,Fun Flying Thai Air Service,FFY,Thailand
2475,Fundació Rego,ROG,Spain
2476,Funtshi Aviation Service,FUN,Democratic Republic of the Congo
2477,Futura Gael,FGL,Ireland
2478,Futura International Airways,FUA,Spain
2479,G & L Aviation,GML,South Africa
2480,G5 Executive,EXH,Germany
2481,GAK/Mitchell Aero,MTA,United States
2482,GATSA,GGS,Mexico
2483,GB Airlink,GBX,United States
2484,GB Airways,GBL,United Kingdom
2485,GCS Air Service,GCS,United States
2486,GEC Marconi Avionics,FFU,United Kingdom
2487,GECAS,GCC,Ireland
2488,GENSA,GEN,Brazil
2489,GETRA,GET,Equatorial Guinea
2490,GFW Aviation,GFW,Australia
2491,GH Stansted Limited,GHI,United Kingdom
2492,GM Helicopters,GMG,Latvia
2493,GP Express Airlines,GPE,United States
2494,GPM Aeroservicio,GPR,Mexico
2495,GR-Avia,GIB,Guinea
2496,GST Aero Aircompany,BMK,Kazakhstan
2497,GTA Air,GTX,United States
2498,Ga-Ma Helicoptere,GAH,France
2499,Gabon Express,GBE,Gabon
2500,Gabon-Air-Transport,GRT,Gabon
2501,Gacela Air Cargo,GIG,Mexico
2502,Gail Force Express,GFC,United States
2503,Gain Jet Aviation,GNJ,Greece
2504,Galair International,SWF,United Kingdom
2505,Galaircervis,GLS,Ukraine
2506,Galaxy Air,GAL,Kyrgyzstan
2507,Galaxy Airlines,GXY,Japan
2508,Galena Air Service,GAS,United States
2510,Gama Aviation,GMA,United Kingdom
2511,Gambia International Airlines,GNR,Gambia
2512,Gambia New Millennium Air,NML,Gambia
2513,Gamisa Aviacion,GMJ,Spain
2514,Gandalf Airlines,GNF,Italy
2515,Gander Aviation,GAN,Canada
2516,Garden State Airlines,GSA,United States
2517,Garrison Aviation,AHM,Canada
2518,Garuda Indonesia,GIA,Indonesia
2519,Gatari Hutama Air Services,GHS,Indonesia
2520,Gauteng Air Cargo,EGO,South Africa
2521,Gavina,GVN,Spain
2522,Gazpromavia,GZP,Russia
2523,Geesair,GEE,Canada
2524,Gemini Air Cargo,GCO,United States
2525,Gendall Air,GAB,Canada
2526,Gendarmerie Belge,GDB,Belgium
2527,Gendarmie Nationale,FGN,France
2528,General Aerospace,SWK,Canada
2529,General Airways,GWS,South Africa
2530,General Aviation,GNZ,Poland
2531,General Aviation Flying Services,GTH,United States
2532,General Aviation Terminal,XGA,Canada
2533,General Motors,GMC,United States
2534,Genex,GNX,Belarus
2535,Geographic Air Surveys,GSL,Canada
2536,Georgian Airways,TGZ,Georgia
2537,Georgian Aviation Federation,FGA,Georgia
2538,Georgian Cargo Airlines Africa,GGF,Senegal
2539,Georgian National Airlines,GFG,Georgia
2540,DLR,GPL,Germany
2541,German Air Force,GAF,Germany
2542,German Army,GAM,Germany
2543,German Navy,GNY,Germany
2544,German Sky Airlines,GHY,Germany
2545,Germania,GMI,Germany
2546,Germanwings,GWI,Germany
2547,Gerry's Dnata,GDN,Pakistan
2548,Gesekkschaft Fur Flugzieldarstellung,GFD,Germany
2549,Gestair,GES,Spain
2550,Gestar,GTR,Chile
2551,Gestion Aerea Ajecutiva,GJT,Spain
2552,Ghadames Air Transport,GHT,Libya
2553,Ghana Airways,GHA,Ghana
2554,Ghana International Airlines,GHB,Ghana
2555,Gibson Aviation,NTC,United States
2556,Global Air Charter,RPS,United States
2557,Global Air Operations,GAG,Comoros
2558,Global Air Services Nigeria,GBS,Nigeria
2559,Global Aircargo,GLC,Bahrain
2560,Global Airways,BSP,Democratic Republic of Congo
2561,Global Aviation Operations,GBB,South Africa
2562,Global Aviation and Services Group,GAK,Libya
2563,Global Georgian Airways,GGZ,Georgia
2564,Global Jet Austria,GLJ,Austria
2565,Global Jet Corporation,NSM,United States
2566,Global Jet Luxembourg,SVW,Luxembourg
2567,Global Sky Aircharter,GSK,United States
2568,Global Supply Systems,GSS,United Kingdom
2569,Global System,XGS,United States
2570,Global Weather Dynamics,XGW,United States
2571,Global Wings,GLW,Japan
2572,Globe Jet,GJA,Lebanon
2573,Go Air,GOW,India
2575,GoJet Airlines,GJS,United States
2576,Gobierno De Guinea Ecuatorial,GGE,Equatorial Guinea
2577,Gof-Air,GOF,Mexico
2578,Gofir,GOI,Switzerland
2579,Gol Transportes Aéreos,GLO,Brazil
2580,Gold Belt Air Transport,GBT,Canada
2581,GoldAir,GDA,United Kingdom
2582,Goldeck-Flug,GDK,Austria
2583,Golden Air,GAO,Sweden
2584,Golden Airlines,GDD,United States
2585,Golden Pacific Airlines,GPA,United States
2586,Golden Rule Airlines,GRS,Kyrgyzstan
2587,Golden Star Air Cargo,GLD,Sudan
2588,Goldfields Air Services,GOS,Australia
2589,Golfe Air Quebec,GAQ,Canada
2590,Goliaf Air,GLE,Sao Tome and Principe
2591,Gomel Airlines,GOM,Belarus
2592,Goodridge (UK) Limited,RDR,United Kingdom
2593,Gorkha Airlines,IKA,Nepal
2594,Gorlitsa Airlines,GOR,Ukraine
2595,Government Flying Service,HKG,Hong Kong SAR of China
2596,Government of Zambia Communications Flight,GRZ,Zambia
2597,Grampian Flight Centre,HLD,United Kingdom
2598,Granada Aviacion,GAV,Spain
2599,Grand Aire Express,GAE,United States
2600,Grand Airways,GND,United States
2601,Grand Canyon Airlines,CVU,United States
2602,Grant Aviation,GUN,United States
2603,Grantex Aviation,LMK,United Kingdom
2604,Great American Airways,GRA,United States
2605,Great Lakes Airlines,GLA,United States
2606,Great Lakes Airways (Uganda),GLU,Uganda
2607,Great Plains Airlines,GRP,United States
2608,Great Wall Airlines,GWL,China
2609,Great Western Air,GWA,United States
2610,Hellenic Air Force,HAF,Greece
2611,Greek Navy,HNA,Greece
2612,Griffin Aviation,GFF,Cyprus
2613,Grixona,GXA,Moldova
2614,Grizodubova Air Company,GZD,Russia
2615,Grossmann Air Service,HTG,Austria
2616,Grossmann Jet Service,GSJ,Czech Republic
2617,Ground Handling Service de Mexico,GHV,Mexico
2618,Grup Air-Med,GPM,Spain
2619,Grupo De Aviacion Ejecutiva,EJC,Mexico
2620,Grupo TACA,TAT,Costa Rica
2621,Grupo Vuelos Mediterraneo,VMM,Spain
2622,Grupoaereo Monterrey,GMT,Mexico
2623,Guard Systems,GSY,Norway
2624,Guine Bissaur Airlines,BSR,Guinea-Bissau
2625,Guinea Airways,GIJ,Guinea
2626,Guinea Cargo,GNC,Equatorial Guinea
2627,Guinee Airlines,GIF,Guinea
2628,Guinea Ecuatorial Airlines,GEA,Equatorial Guinea
2629,Guinee Paramount Airlines,GIQ,Guinea
2630,Guizhou Airlines,CGH,China
2631,Guja,GUS,Mexico
2632,Gujarat Airways,GUJ,India
2633,Gulf & Caribbean Cargo / Contract Air Cargo,TSU,United States
2634,Gulf African Airlines - Gambia,GUF,
2635,Gulf Air,GFA,Oman
2636,Gulf Air Bahrain,GBA,Bahrain
2637,Gulf Air Inc,GAT,United States
2638,Gulf Central Airlines,GCN,United States
2639,Gulf Flite Center,SFY,United States
2640,Gulf Pearl Air Lines,GPC,Libya
2641,Gulfstream Aerospace,GLF,United States
2642,Gulfstream Airlines,GFS,United States
2643,Gulfstream International Airlines,GFT,United States
2644,Gull Air,GUL,United States
2645,Gum Air,GUM,Suriname
2646,Guneydogu Havacilik Isletmesi,GDH,Turkey
2648,Gwyn Aviation,GWN,United Kingdom
2649,HC Airlines,HLA,United Kingdom
2650,HPM Investments,HWD,United Kingdom
2651,HT Helikoptertransport,KTR,Sweden
2652,HTA Helicopteros,AHT,Portugal
2653,Hadison Aviation,FMS,United States
2654,Hageland Aviation Services,HAG,United States
2655,Hagondale Limited,POW,United Kingdom
2656,Hahn Air,HHN,Germany
2657,Hainan Airlines,CHH,China
2659,Haiti Air Freight,HLS,Haiti
2660,Haiti Ambassador Airlines,HAM,Haiti
2661,Haiti International Air,HTI,Haiti
2662,Haiti International Airline,HRB,Haiti
2663,Haiti National Airlines (HANA),HNR,Haiti
2664,Haiti North Airline,HTN,Haiti
2665,Haiti Trans Air,HTC,Haiti
2666,Haitian Aviation Line,HBC,Haiti
2667,Hajvairy Airlines,HAJ,Pakistan
2668,Hak Air,HKL,Nigeria
2669,Hala Air,HLH,Sudan
2670,Halcyon Air/Bissau Airways,HCN,Guinea-Bissau
2671,Hamburg International,HHI,Germany
2672,Hamlin Jet,HJL,United Kingdom
2673,Hamra Air,HMM,United Arab Emirates
2674,Hand D Aviation,WVA,United States
2675,Hangar 8,HGR,United Kingdom
2676,Hangard Aviation,HGD,Mongolia
2677,Hansung Airlines,HAN,Republic of Korea
2678,TUIfly,HLX,Germany
2679,Hapagfly,HLF,Germany
2680,Harbor Airlines,HAR,United States
2681,Harmony Airways,HMY,Canada
